project,issue_key,issue_type,score,score_reason,review_action,review_note,summary,description
XD,XD-3415,Story,5,+2:refactor; +1:module,KEEP,,"""[SCS]Replace MessageCollector with generic SI Components""","""""""Ultimately module IntegrationTest classes should themselves be a module so that testing a Source for example would use a TestSink and the message verified on the sink input().  This is currently a placeholder which includes: * SCS enhancements to support proxying of Pollable or Subscribable MessgeChannels * Corresponding Changes to the s-c-s-test-support to eliminate MessageCollector and provide support for easily using the test's PollableChannel(s) if necessary, e.g. test-specific annotation"
CONFCLOUD,CONFCLOUD-47564,Suggestion,5,+2:rest api; +1:api,KEEP,,"""REST API's experts/period/{time} returns 404""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-47564].   {panel}  I have had success using variations of the other API methods, but anytime I attempt to use the /experts/period/{time} method, I get a 404 error back.  Examples of URLs I have tried with no success:  * https://mycq/rest/questions/1.0/experts/period/alltime * https://mycq/rest/questions/1.0/experts/period"
XD,XD-3406,Story,5,+2:refactor; +1:api,KEEP,,"""Refactor to use Boot's JarLauncher""","""""""As a s-c-s developer, I'd like to refactor the current {{ModuleLauncher}} contract with Boot's {{JarLauncher}} API, so we don't have to maintain duplicate functionality."""""""
XD,XD-3396,Story,5,+2:connector; +1:service,KEEP,,"""Add cloud connector dependencies for spring-cloud-data admin""","""""""Spring-cloud-data admin requires lattice connector and `spring-cloud-spring-service-connector` dependencies so that the admin controllers get access to any services while running on lattice.  One example is, CounterContoller using `redis` service for MetricRepository."""""""
JRACLOUD,JRACLOUD-44794,Suggestion,5,+1:api; +1:interface; +1:service,KEEP,,"""No 6.x and 7.x compatibility for searchService""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-44794].   {panel}  There appears to be a break between 6.x and 7.x on the search service JIRA API that seems to imply a separate deliverable is required for any add-on using the interface. The 6.x interface does not seem to have any Application user alternative and the 7.x interface ONLY support Application user. Anything I a"
JRACLOUD,JRACLOUD-44772,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Property REST API improvements""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-44772].   {panel}  The (experimental) JIRA REST api for issue properties has operations to: * list all property names * get the value of a single property * delete a single property * update/set a single property  What I really miss is the possibility to return *all properties including their values* in one single call in ord"
JRACLOUD,JRACLOUD-44771,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Property REST API improvements""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-44771].   {panel}  The (experimental) JIRA REST api for issue properties has operations to: * list all property names * get the value of a single property * delete a single property * update/set a single property  What I really miss is the possibility to return *all properties including their values* in one single call in ord"
XD,XD-3390,Story,5,+2:authorization; +1:endpoint,KEEP,,"""UI + Shell: Remove any usage of REST endpoints using the """".json"""" notation""","""""""Accessing REST endpoint using the """""""".json"""""""" file extension causes maintenance issues for the authorization rules and is not necessary. Remove any usage for the Admin UI and the Shell.   At the same time the """""""".json"""""""" endpoint shall be deprecated or removed ultimately."""""""
CONFCLOUD,CONFCLOUD-38760,Suggestion,5,+2:rest api; +1:api,KEEP,,"""REST API for getting and creating user created space templates""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-38760].   {panel}  """""""
JRACLOUD,JRACLOUD-44727,Suggestion,5,+2:rest api; +1:api,KEEP,,"""As a JIRA Admin, I would like to get the """"total number of licenses"""" through the REST api.""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-44727].   {panel}  As a <USER> I would like to get the """"""""total number of licenses"""""""" through the REST api in order to programmatically determine the maximum number of JIRA user licenses and how many users licenses are used/available."""""""
XD,XD-3384,Story,5,+3:distributed,KEEP,,"""Spike: Investigate distributed deployment of s-c-s modules via YARN SPI""","""""""As an s-c-d developer, I'd like to investigate the distributed deployment of s-c-s modules on YARN, so I can experiment the implementation of YARN SPI and derive the strategy for {{YARNModuleDeployer}}."""""""
XD,XD-3381,Story,5,+2:integration; +1:module,KEEP,,"""Provide test infrastructure for module authors""","""""""As a module author, I want to be able to test my code in """"""""next to real world"""""""" conditions (ie Integration Testing, but not really): - I want all my module wiring to be testable - I want all my module configuration (@ConfigurationProperties) to be in effect, and I want to be able to test various combination of props - I want to be able to send data to my module and assert what is coming at the other end - I want an idiomatic way of asserting the above (eg integration with Hamcrest, etc) -"
XD,XD-3356,Improvement,5,+2:rest api; +1:api,KEEP,,"""Create tags for streams""","""""""It could be useful to have the possibility to define tags for streams so streams can be filtered out later using these tags both in the UI and REST api.  The reason being for that is once you start creating multiple small streams in XD the environment becomes a bit unmanageable. And having basic tagging would definitely bring a mechanism to organize streams in a clear way, providing also the possibility to build nice apps around XD querying certain relevant streams in different ways."""""""
JRACLOUD,JRACLOUD-44661,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Ability to used REST API to retrieved all the plugins info""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-44661].   {panel}  As an admin user, it would be great to have a feature that able to retrieved all plugins information installed in JIRA through REST call."""""""
JRACLOUD,JRACLOUD-44660,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Checking JIRA's Availability""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-44660].   {panel}  It would be great to have a functionality whereby we can check JIRA's status/availability especially during an outage.  Maybe via REST API. """""""
XD,XD-3347,Story,5,+2:integration; +1:module,KEEP,,"""Run all shell integration tests also with enabled security""","""""""Apply the same strategy for the Module Command Tests also to all other Shell integration tests."""""""
MDL,MDL-50995,New Feature,5,+1:api; +1:service,KEEP,,"""New Web Service mod_forum_add_discussion_post""","""""""This function will be used for creating new posts into an existing discussion.    Parameters:  postid (post to reply, the initial discussion or any post within the discussion), subject, message, options    Response:  Same response that get_forum_posts but only including the post created    Initially, we won't support attachments or another advanced features.    We will used a generic parameter """"""""options"""""""" for parameters like groups or future functionality like the ones mentioned above. Th"
MDL,MDL-50994,New Feature,5,+1:api; +1:service,KEEP,,"""New Web Service mod_forum_add_discussion""","""""""This function will be used for creating new discussions into an existing forum.    Parameters:  forumid, subject, message, options    Response:  Same response that get_forum_discussions but only including the discussion created    Initially, we won't support attachments or advanced features like """"""""Post to all groups"""""""", we won't support """"""""Post to all users"""""""" either. (The teacher will have to choose which group to post in case groups are used)    We will used a generic parameter """"""""opt"
JAVA,JAVA-1913,Improvement,5,+2:public api; +1:api,KEEP,,"""Deprecate com.mongodb.client.model.ParallelCollectionScanOptions""","""""""This class sneaked into the public API but the method that used it was deleted.  So this class is un-used, and should be deprecated."""""""
CWD,CWD-4453,Suggestion,5,+3:openid,KEEP,,"""Allow Crowd to bind to specific IP/port combination and path""","""""""Admins should be able to set in config which IP address Crowd binds to, along with any path.  At present, only the port can be set.    We have a box running multiple services and bind all web services to {{:80}} to make things that little bit simpler for users.  At the moment we can access Atlassian services using:  {{jira.domain.com}}  {{confluence.domain.com}}  {{crowd.domain.com:8095/crowd}}  We can navigate to {{crowd.domain.com:8095}} but this always presents the Crowd 'info screen' with"
MDL,MDL-50925,Task,5,+1:plugin; +1:protocol; +1:module,KEEP,,"""Moving some auth plugins to plugins repo""","""""""See https://moodle.org/<USER>forum/discuss.php?d=317353 for the discussion on this.    I feel that we should move the following plugins to the plugin repo with, or without a maintainer:  # auth_fc (FirstClass)  ## lack of testing resource availability at HQ  ## I imagine that few people still use FC any longer  # auth_nntp (Network News Transfer Protocol)  ## Probably rarely used these days  ## We don't test at HQ (though we technically *can*)  # auth_pop3 (POP3 Mail server)  ## Probably rare"
